line,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
22479,-0.313,0.411,-0.107,-33.963,141.585,-184.329
22480,-0.332,0.457,-0.12,-32.53,147.896,-189.177
22481,-0.322,0.515,-0.143,-30.976,161.89,-192.53
22482,-0.317,0.588,-0.176,-31.707,182.988,-193.994
22483,-0.335,0.652,-0.188,-34.146,205.915,-194.451
22484,-0.394,0.717,-0.182,-38.323,223.384,-194.116
22485,-0.532,0.795,-0.177,-44.939,229.482,-193.262
22486,-0.754,0.868,-0.168,-49.726,226.433,-191.494
22487,-0.947,0.94,-0.158,-52.866,220.854,-185.335
22488,-1.046,1.018,-0.157,-56.585,220.274,-174.329
22489,-1.153,1.115,-0.172,-64.116,224.573,-159.238
22490,-1.338,1.188,-0.172,-73.079,226.921,-140.061
22491,-1.557,1.238,-0.167,-81.799,226.128,-117.835
22492,-1.766,1.319,-0.157,-92.439,223.11,-92.896
22493,-1.965,1.41,-0.127,-104.024,219.543,-66.86
22494,-2.129,1.486,-0.09,-117.957,216.341,-39.055
22495,-2.249,1.529,-0.053,-133.171,212.409,-8.872
22496,-2.352,1.519,-0.03,-146.067,206.799,23.78
22497,-2.423,1.49,0.008,-156.677,195.183,56.799
22498,-2.484,1.461,0.047,-164.329,176.982,87.409
22499,-2.53,1.417,0.08,-167.713,158.476,115.793
22500,-2.482,1.379,0.108,-170.366,142.561,142.256
22501,-2.402,1.34,0.127,-173.506,131.189,167.226
22502,-2.323,1.228,0.16,-174.146,122.043,190.152
22503,-2.231,1.095,0.207,-171.707,110.579,210.122
22504,-2.153,1.001,0.253,-167.805,97.622,226.524
22505,-2.102,0.919,0.281,-162.47,84.878,239.543
22506,-2.075,0.824,0.289,-154.299,71.585,250.488
22507,-2.031,0.732,0.274,-143.11,59.604,259.848
22508,-1.951,0.658,0.254,-130.366,52.104,267.439
22509,-1.873,0.596,0.218,-117.348,50.244,274.268
22510,-1.768,0.548,0.193,-106.982,51.006,278.598
22511,-1.673,0.498,0.17,-99.207,52.348,280.213
22512,-1.58,0.426,0.149,-92.47,50.671,279.268
22513,-1.464,0.364,0.139,-87.287,45.884,276.159
22514,-1.343,0.298,0.1,-81.22,38.811,271.25
22515,-1.206,0.244,0.062,-75.884,31.037,263.841
22516,-1.059,0.2,0.03,-74.329,24.817,254.573
22517,-0.902,0.148,0.028,-73.841,18.537,242.835
22518,-0.746,0.09,0.04,-71.524,12.988,228.902
22519,-0.626,0.046,0.042,-67.256,9.482,213.933
22520,-0.551,0.064,0.052,-65.823,6.555,197.012
22521,-0.489,0.086,0.084,-67.317,4.329,177.165
22522,-0.443,0.055,0.126,-67.53,2.652,156.921
22523,-0.367,-0.002,0.184,-63.872,0.518,136.189
22524,-0.258,-0.049,0.229,-56.494,1.555,116.585
22525,-0.136,-0.07,0.258,-48.293,6.921,99.909
22526,-0.039,-0.091,0.261,-40.976,11.28,84.055
22527,-0.036,-0.114,0.235,-34.97,10.549,65.701
22528,-0.027,-0.204,0.298,-16.098,17.409,41.982
22529,0.161,-0.266,0.394,-2.652,26.86,19.177
22530,0.104,-0.191,0.4,-1.921,30.64,6.951
22531,-0.094,-0.16,0.391,2.683,26.921,-4.787
22532,-0.208,-0.141,0.369,6.768,14.909,-18.323
22533,-0.309,-0.095,0.317,9.177,-2.774,-28.78
22534,-0.352,-0.048,0.299,13.598,-16.098,-40.122
22535,-0.287,-0.002,0.333,17.256,-21.555,-53.841
22536,-0.212,0.032,0.345,19.909,-21.22,-66.86
22537,-0.173,0.04,0.317,23.963,-15.762,-78.354
22538,-0.148,0.044,0.277,28.201,-7.195,-89.543
22539,-0.156,0.054,0.242,32.348,-0.244,-101.768
22540,-0.161,0.061,0.208,36.494,2.561,-114.817
22541,-0.183,0.084,0.179,38.506,-0.061,-127.896
22542,-0.221,0.099,0.15,43.232,-6.89,-140.701
22543,-0.255,0.124,0.109,48.689,-10.945,-152.561
22544,-0.285,0.145,0.061,54.238,-10.884,-163.72
22545,-0.305,0.164,0.012,58.933,-7.5,-173.659
22546,-0.348,0.188,-0.006,62.256,-3.171,-182.591
22547,-0.429,0.207,0.005,64.695,-4.573,-192.348
22548,-0.577,0.235,0.039,65.884,-12.439,-201.829
22549,-0.753,0.263,0.09,68.841,-24.939,-211.159
22550,-0.864,0.299,0.115,73.689,-38.811,-220.122
22551,-0.897,0.34,0.107,77.866,-48.476,-227.287
22552,-0.929,0.365,0.096,84.116,-53.506,-232.561
22553,-1.03,0.396,0.116,91.189,-55.122,-238.14
22554,-1.208,0.43,0.166,99.238,-55.244,-243.323
22555,-1.389,0.487,0.196,108.415,-57.226,-248.171
22556,-1.524,0.558,0.198,114.909,-59.604,-251.341
22557,-1.652,0.61,0.213,120.884,-59.634,-251.768
22558,-1.808,0.628,0.212,128.689,-59.024,-247.348
22559,-1.933,0.658,0.187,135.305,-64.573,-238.872
22560,-2.088,0.699,0.15,141.982,-74.055,-226.829
22561,-2.204,0.743,0.138,152.165,-88.232,-212.073
22562,-2.288,0.843,0.144,159.695,-104.543,-196.707
22563,-2.361,0.928,0.123,167.043,-120.488,-178.201
22564,-2.323,1.026,0.119,173.445,-134.939,-158.323
22565,-2.214,1.141,0.112,174.573,-143.079,-138.537
22566,-2.125,1.204,0.091,174.787,-146.494,-116.982
22567,-2.031,1.248,0.071,175.701,-147.439,-94.604
22568,-1.924,1.309,0.067,174.756,-147.043,-71.037
22569,-1.841,1.383,0.075,170.396,-150.274,-47.744
22570,-1.79,1.433,0.072,163.659,-160.579,-24.421
22571,-1.776,1.456,0.048,156.982,-175.427,0.122
22572,-1.745,1.476,0.009,152.073,-190.945,25.213
22573,-1.674,1.487,-0.051,146.463,-200.762,51.25
22574,-1.56,1.454,-0.096,141.311,-206.067,77.622
22575,-1.447,1.415,-0.141,136.189,-207.805,103.11
22576,-1.337,1.385,-0.194,129.238,-203.659,126.738
22577,-1.229,1.359,-0.251,118.811,-195.823,146.494
22578,-1.182,1.316,-0.306,104.756,-188.72,162.774
22579,-1.149,1.241,-0.354,90.061,-184.268,176.463
22580,-1.039,1.141,-0.37,74.543,-182.104,186.646
22581,-0.904,1.037,-0.359,59.512,-177.591,194.39
22582,-0.8,0.943,-0.378,47.012,-171.25,200.884
22583,-0.741,0.864,-0.416,36.707,-163.415,206.646
22584,-0.654,0.791,-0.415,26.524,-153.963,210.793
22585,-0.548,0.717,-0.401,17.073,-144.116,211.22
22586,-0.507,0.639,-0.352,8.354,-134.787,208.902
22587,-0.456,0.548,-0.276,2.774,-126.799,204.421
22588,-0.358,0.462,-0.207,-0.518,-118.415,197.165
22589,-0.277,0.389,-0.158,-2.134,-107.774,189.268
22590,-0.208,0.318,-0.113,-0.213,-95.671,180.945
22591,-0.127,0.265,-0.092,3.14,-82.866,171.189
22592,-0.045,0.233,-0.085,6.067,-70.335,159.787
22593,0.035,0.209,-0.076,9.695,-58.415,146.494
22594,0.107,0.185,-0.078,13.262,-47.927,131.128
22595,0.175,0.177,-0.075,15.396,-38.415,114.299
22596,0.228,0.19,-0.06,14.756,-29.329,95.884
22597,0.255,0.209,-0.064,10.305,-22.47,75.396
22598,0.236,0.208,-0.073,3.262,-19.756,53.598
22599,0.201,0.185,-0.045,-3.049,-19.268,30.701
22600,0.196,0.146,-0.021,-5.915,-14.909,9.97
22601,0.21,0.125,-0.031,-8.14,-8.201,-7.652
22602,0.139,0.125,-0.074,-9.543,-2.195,-23.018
22603,0.043,0.13,-0.116,-10.366,4.97,-36.951
22604,0.016,0.143,-0.134,-10.122,14.177,-50.366
22605,-0.023,0.18,-0.131,-11.067,23.689,-62.774
22606,-0.105,0.22,-0.128,-13.567,31.585,-73.75
22607,-0.175,0.238,-0.137,-13.537,38.354,-84.238
22608,-0.202,0.277,-0.164,-14.177,45.762,-92.927
22609,-0.225,0.325,-0.194,-16.402,56.524,-99.573
22610,-0.219,0.354,-0.212,-17.866,69.36,-104.878
22611,-0.223,0.391,-0.224,-19.39,81.341,-109.207
22612,-0.265,0.429,-0.229,-20,89.878,-113.232
22613,-0.294,0.474,-0.245,-20.213,95.091,-118.262
22614,-0.304,0.536,-0.259,-21.25,99.299,-124.482
22615,-0.283,0.589,-0.261,-22.835,105.823,-131.098
22616,-0.221,0.63,-0.255,-25.244,115.915,-138.11
22617,-0.168,0.648,-0.236,-28.293,128.963,-144.36
22618,-0.152,0.662,-0.199,-30.244,142.378,-150.427
22619,-0.155,0.678,-0.158,-33.11,153.933,-157.652
22620,-0.187,0.683,-0.111,-36.25,163.293,-164.238
22621,-0.232,0.668,-0.049,-37.073,169.939,-168.811
22622,-0.262,0.68,-0.004,-37.348,172.957,-171.616
22623,-0.298,0.691,0.014,-35,175.762,-170.823
22624,-0.343,0.723,0.026,-31.89,181.067,-165.64
22625,-0.393,0.794,0.036,-31.524,188.841,-158.994
22626,-0.459,0.852,0.02,-30.976,197.774,-151.037
22627,-0.563,0.927,-0.011,-32.774,204.116,-141.921
22628,-0.703,1.014,-0.068,-36.585,206.463,-133.75
22629,-0.839,1.076,-0.118,-44.146,206.555,-124.451
22630,-0.953,1.117,-0.154,-54.116,205.335,-114.268
22631,-1.088,1.129,-0.173,-64.512,204.024,-102.47
22632,-1.237,1.11,-0.202,-72.927,201.372,-85.518
22633,-1.354,1.132,-0.253,-82.317,195.274,-66.22
22634,-1.472,1.171,-0.299,-93.689,184.268,-47.226
22635,-1.596,1.183,-0.337,-104.085,168.628,-27.5
22636,-1.726,1.165,-0.365,-109.939,157.835,-6.494
22637,-1.798,1.167,-0.395,-114.36,154.177,15.488
22638,-1.808,1.235,-0.403,-121.585,157.896,35.823
22639,-1.808,1.279,-0.396,-132.134,166.738,53.72
22640,-1.887,1.281,-0.378,-144.329,171.28,70.274
22641,-2.041,1.249,-0.381,-153.598,166.006,86.707
22642,-2.139,1.2,-0.382,-158.72,153.841,102.835
22643,-2.141,1.147,-0.385,-162.805,141.372,118.872
22644,-2.13,1.106,-0.369,-165.793,129.451,134.451
22645,-2.129,1.076,-0.322,-167.652,121.159,148.567
22646,-2.076,1.028,-0.262,-167.866,116.402,160.305
22647,-1.989,1.008,-0.187,-170.61,111.463,169.634
22648,-1.975,1.001,-0.115,-175.091,103.262,176.86
22649,-2.006,0.954,-0.066,-175.244,88.841,181.921
22650,-1.975,0.918,-0.004,-173.537,71.951,186.341
22651,-1.914,0.907,0.076,-174.268,57.134,190.244
22652,-1.888,0.833,0.13,-173.323,43.476,195.122
22653,-1.851,0.719,0.172,-167.835,32.409,201.463
22654,-1.767,0.621,0.208,-158.994,24.177,208.171
22655,-1.672,0.569,0.23,-149.848,17.47,215.305
22656,-1.57,0.517,0.239,-141.524,11.159,221.189
22657,-1.445,0.436,0.261,-132.439,1.921,223.933
22658,-1.329,0.336,0.273,-122.073,-9.451,224.482
22659,-1.243,0.232,0.254,-109.909,-21.89,223.78
22660,-1.112,0.141,0.214,-94.634,-34.146,221.189
22661,-0.925,0.081,0.182,-79.756,-38.78,217.195
22662,-0.744,0.049,0.167,-68.598,-35.396,210.884
22663,-0.608,0.015,0.147,-58.293,-29.543,201.677
22664,-0.481,-0.029,0.134,-48.445,-23.933,189.512
22665,-0.351,-0.055,0.112,-41.616,-19.024,174.39
22666,-0.253,-0.067,0.082,-38.354,-17.927,156.463
22667,-0.193,-0.084,0.054,-36.128,-22.348,135.335
22668,-0.123,-0.112,0.038,-33.018,-29.756,111.585
22669,0.008,-0.136,0.037,-28.506,-36.799,86.86
22670,0.142,-0.164,0.045,-23.018,-39.573,63.201
22671,0.222,-0.181,0.056,-18.537,-33.689,42.287
22672,0.214,-0.183,0.081,-15.488,-19.36,21.585
22673,0.18,-0.186,0.146,-13.354,-4.909,-1.433
22674,0.139,-0.189,0.204,-11.006,8.537,-23.232
22675,0.104,-0.17,0.24,-11.372,20.518,-42.744
22676,0.01,-0.136,0.256,-12.073,28.78,-60.854
22677,-0.119,-0.119,0.254,-9.878,29.726,-76.799
22678,-0.2,-0.096,0.239,-6.159,26.006,-90.701
22679,-0.264,-0.087,0.243,-0.488,21.646,-101.006
22680,-0.303,-0.079,0.237,7.348,15.244,-108.11
22681,-0.35,-0.051,0.237,16.28,6.829,-113.567
22682,-0.396,-0.018,0.236,26.982,-3.902,-118.384
22683,-0.428,0.025,0.24,38.323,-14.482,-124.055
22684,-0.452,0.082,0.261,48.232,-21.128,-129.909
22685,-0.423,0.121,0.283,57.53,-24.39,-136.128
22686,-0.404,0.151,0.27,66.86,-24.482,-143.079
22687,-0.435,0.18,0.248,76.524,-22.561,-150.396
22688,-0.475,0.215,0.212,86.982,-21.098,-158.567
22689,-0.538,0.258,0.167,96.494,-21.341,-166.585
22690,-0.596,0.296,0.124,105.945,-23.262,-173.476
22691,-0.673,0.336,0.089,113.963,-26.006,-179.39
22692,-0.766,0.381,0.068,120.64,-29.787,-184.665
22693,-0.826,0.421,0.052,125.518,-33.079,-189.207
22694,-0.88,0.46,0.049,127.47,-34.39,-192.683
22695,-0.965,0.477,0.032,130.244,-35.945,-193.415
22696,-1.057,0.5,0.01,134.085,-40.427,-192.622
22697,-1.187,0.544,-0.013,137.805,-46.616,-190.03
22698,-1.305,0.593,-0.025,141.463,-57.012,-186.25
22699,-1.36,0.647,-0.009,145.915,-70.427,-183.476
22700,-1.393,0.715,0.007,148.171,-83.628,-181.25
22701,-1.493,0.789,0.005,147.043,-93.262,-178.018
22702,-1.6,0.825,0.007,148.354,-100.976,-173.323
22703,-1.659,0.87,0.011,150.488,-106.28,-167.226
22704,-1.716,0.938,0.013,153.171,-106.89,-159.177
22705,-1.774,1.011,-0.013,155.671,-107.378,-149.512
22706,-1.877,1.108,-0.056,155.122,-109.848,-137.561
22707,-1.978,1.206,-0.081,149.39,-122.256,-124.39
22708,-2.066,1.286,-0.066,141.768,-143.841,-110.701
22709,-2.078,1.323,-0.046,135.854,-168.11,-96.159
22710,-2.027,1.361,-0.061,131.677,-185.457,-79.726
22711,-1.959,1.422,-0.102,127.134,-191.463,-59.726
22712,-1.856,1.498,-0.12,122.317,-188.506,-38.689
22713,-1.747,1.56,-0.106,116.616,-176.738,-18.232
22714,-1.665,1.603,-0.1,108.72,-164.116,1.829
22715,-1.582,1.607,-0.1,101.28,-158.354,21.585
22716,-1.458,1.578,-0.081,92.957,-159.848,41.646
22717,-1.353,1.542,-0.067,84.695,-167.378,60.793
22718,-1.271,1.5,-0.055,77.073,-177.317,78.872
22719,-1.199,1.464,-0.061,69.329,-186.098,95.701
22720,-1.144,1.439,-0.077,63.049,-192.378,111.555
22721,-1.066,1.427,-0.086,54.451,-191.372,126.006
22722,-0.998,1.372,-0.09,44.146,-183.354,140.244
22723,-0.954,1.256,-0.09,36.829,-172.896,155.152
22724,-0.902,1.155,-0.107,29.97,-163.78,169.878
22725,-0.869,1.068,-0.143,23.018,-158.384,182.591
22726,-0.823,0.975,-0.176,17.348,-158.841,192.195
22727,-0.792,0.884,-0.218,12.226,-163.445,198.476
22728,-0.776,0.801,-0.242,7.165,-170.61,201.921
22729,-0.701,0.706,-0.243,4.085,-173.628,202.073
22730,-0.561,0.604,-0.218,1.951,-168.902,200.732
22731,-0.413,0.513,-0.183,0.152,-157.104,197.866
22732,-0.296,0.44,-0.174,-1.494,-142.622,193.049
22733,-0.202,0.382,-0.175,-3.415,-126.921,185.915
22734,-0.105,0.322,-0.177,-4.726,-110.854,176.037
22735,-0.006,0.258,-0.185,-5.488,-96.189,162.988
22736,0.066,0.214,-0.186,-7.561,-84.329,148.079
22737,0.126,0.183,-0.165,-9.726,-76.524,130.701
22738,0.182,0.145,-0.142,-11.433,-71.311,111.555
22739,0.218,0.108,-0.126,-12.744,-67.561,92.134
22740,0.231,0.077,-0.137,-13.049,-62.104,71.86
22741,0.293,0.021,-0.091,-8.567,-46.311,50.762
22742,0.44,-0.005,-0.023,-7.287,-27.561,31.921
22743,0.399,0.025,-0.051,-8.72,-12.287,18.841
22744,0.307,0.018,-0.045,-8.262,0.945,1.341
22745,0.259,0.038,-0.055,-11.28,7.043,-16.463
22746,0.146,0.051,-0.081,-12.104,7.744,-30.488
22747,0.117,0.058,-0.107,-10.884,7.409,-44.146
22748,0.118,0.088,-0.12,-10.732,9.573,-57.774
22749,0.095,0.124,-0.129,-11.006,16.128,-69.878
22750,0.096,0.152,-0.126,-11.22,26.22,-81.28
22751,0.067,0.17,-0.127,-10.671,38.994,-91.067
22752,0.03,0.203,-0.137,-10.183,50.762,-99.39
22753,-0.005,0.25,-0.147,-10.488,63.659,-108.201
22754,-0.025,0.288,-0.162,-11.341,76.799,-116.372
22755,-0.032,0.336,-0.18,-12.409,87.287,-124.39
22756,-0.057,0.386,-0.196,-13.232,95.335,-132.683
22757,-0.102,0.431,-0.214,-15.518,101.616,-140.518
22758,-0.126,0.472,-0.223,-17.378,107.591,-147.835
22759,-0.117,0.503,-0.221,-18.811,115.549,-155.244
22760,-0.138,0.543,-0.213,-21.006,129.177,-160.64
22761,-0.184,0.59,-0.196,-23.506,145.884,-164.97
22762,-0.215,0.64,-0.171,-27.805,160.274,-170.03
22763,-0.25,0.659,-0.154,-31.067,171.677,-173.689
22764,-0.289,0.667,-0.158,-32.774,181.921,-174.695
22765,-0.329,0.689,-0.183,-32.47,192.591,-173.963
22766,-0.385,0.75,-0.208,-32.256,203.567,-172.012
22767,-0.472,0.846,-0.22,-37.043,213.933,-169.848
22768,-0.584,0.901,-0.183,-45,222.896,-167.073
22769,-0.733,0.929,-0.134,-53.72,223.689,-163.841
22770,-0.944,0.955,-0.118,-61.768,216.524,-158.384
22771,-1.102,0.986,-0.118,-69.055,205.488,-148.841
22772,-1.188,1.021,-0.134,-75.518,196.982,-136.22
22773,-1.276,1.046,-0.159,-81.402,195.305,-119.421
22774,-1.433,1.066,-0.185,-87.896,200.701,-97.622
22775,-1.598,1.104,-0.197,-95.305,204.909,-74.726
22776,-1.722,1.145,-0.208,-102.561,202.988,-53.049
22777,-1.837,1.197,-0.219,-110.183,196.463,-32.287
22778,-1.961,1.246,-0.228,-117.043,188.293,-11.799
22779,-2.035,1.291,-0.238,-124.024,181.89,7.835
22780,-2.045,1.303,-0.238,-131.037,181.037,27.988
22781,-2.044,1.288,-0.224,-138.384,183.262,49.36
22782,-2.09,1.26,-0.202,-144.146,182.774,71.037
22783,-2.139,1.219,-0.182,-147.591,175.305,93.018
22784,-2.174,1.201,-0.156,-151.738,161.494,113.506
22785,-2.188,1.173,-0.119,-155.732,143.628,131.463
22786,-2.189,1.127,-0.081,-160.183,124.421,147.226
22787,-2.199,1.077,-0.032,-164.482,105.762,160.823
22788,-2.187,1.007,0.024,-165.396,90.061,172.439
22789,-2.125,0.931,0.073,-164.543,79.634,183.384
22790,-2.063,0.866,0.118,-161.646,73.75,193.415
22791,-2.023,0.814,0.149,-157.439,70.701,202.683
22792,-1.977,0.773,0.21,-154.604,68.567,209.848
22793,-1.916,0.694,0.282,-148.262,64.726,216.067
22794,-1.807,0.615,0.33,-139.36,56.524,221.128
22795,-1.706,0.576,0.344,-132.195,46.098,224.573
22796,-1.608,0.509,0.35,-123.079,36.524,227.226
22797,-1.448,0.43,0.346,-114.085,25,227.988
22798,-1.323,0.37,0.308,-103.994,14.329,229.116
22799,-1.195,0.301,0.262,-91.738,8.262,231.616
22800,-1.029,0.243,0.237,-82.104,6.372,231.098
22801,-0.933,0.198,0.19,-74.726,6.189,228.567
22802,-0.838,0.148,0.145,-67.348,6.433,224.97
22803,-0.676,0.102,0.109,-63.11,8.598,218.232
22804,-0.537,0.058,0.068,-62.195,10.64,207.591
22805,-0.461,-0.02,0.02,-60.213,9.36,194.36
22806,-0.373,-0.105,-0.027,-57.805,5.213,179.909
22807,-0.258,-0.165,-0.049,-55.732,0.793,163.689
22808,-0.147,-0.226,-0.043,-52.073,-3.567,144.939
22809,-0.053,-0.279,-0.043,-46.646,-9.482,124.817
22810,0.025,-0.307,-0.046,-40.762,-15.244,103.933
22811,0.09,-0.306,-0.034,-36.463,-20.518,80.976
22812,0.121,-0.276,-0.029,-37.652,-33.476,52.226
22813,0.148,-0.343,0.041,-17.043,-26.433,15.854
22814,0.535,-0.395,0.21,-1.524,2.561,-20.854
22815,0.558,-0.312,0.248,2.835,27.134,-39.085
22816,0.155,-0.277,0.212,14.085,34.939,-47.896
22817,-0.115,-0.202,0.205,22.165,32.378,-64.146
22818,-0.355,-0.149,0.2,29.268,20.945,-81.524
22819,-0.529,-0.118,0.169,36.799,-1.738,-97.348
22820,-0.521,-0.048,0.186,38.537,-18.079,-113.384
22821,-0.353,0.009,0.2,38.994,-21.433,-124.024
22822,-0.412,0.043,0.193,44.451,-20.274,-129.665
22823,-0.526,0.052,0.192,55.457,-22.195,-133.78
22824,-0.542,0.083,0.202,64.756,-24.634,-138.963
22825,-0.559,0.136,0.205,71.585,-26.372,-144.36
22826,-0.591,0.17,0.198,79.177,-29.268,-149.482
22827,-0.607,0.216,0.182,86.311,-33.079,-156.128
22828,-0.646,0.289,0.168,92.287,-40.213,-164.39
22829,-0.715,0.357,0.155,97.683,-53.323,-174.878
22830,-0.796,0.435,0.135,100.976,-68.75,-187.774
22831,-0.879,0.473,0.117,104.787,-80.488,-201.616
22832,-0.932,0.505,0.099,107.348,-86.646,-213.75
22833,-1.01,0.559,0.078,109.482,-85.183,-223.171
22834,-1.097,0.606,0.06,114.39,-79.299,-230.488
22835,-1.186,0.671,0.047,115.762,-72.5,-236.372
22836,-1.315,0.719,0.031,115.915,-69.36,-238.75
22837,-1.461,0.73,0.008,120.03,-69.451,-237.622
22838,-1.622,0.775,-0.017,123.963,-73.476,-232.652
22839,-1.772,0.876,-0.027,127.866,-83.841,-225.366
22840,-1.869,0.978,-0.022,131.921,-96.707,-217.561
22841,-1.947,1.08,-0.011,131.951,-108.232,-207.957
22842,-2.018,1.154,-0.002,129.451,-117.927,-194.817
22843,-2.027,1.178,0.029,126.738,-125.732,-178.628
22844,-2.001,1.186,0.068,123.201,-130.366,-158.75
22845,-1.981,1.185,0.12,123.171,-134.848,-137.073
22846,-1.945,1.198,0.178,126.738,-141.006,-114.756
22847,-1.908,1.246,0.2,130.091,-146.555,-92.317
22848,-1.874,1.292,0.202,133.293,-152.012,-69.909
22849,-1.786,1.332,0.205,134.634,-157.104,-49.451
22850,-1.682,1.349,0.214,132.591,-160.701,-29.421
22851,-1.613,1.334,0.206,130.183,-166.159,-8.933
22852,-1.56,1.318,0.195,127.652,-171.22,11.646
22853,-1.455,1.301,0.17,122.47,-174.451,32.683
22854,-1.37,1.293,0.146,114.329,-180.274,51.921
22855,-1.385,1.289,0.111,104.299,-190.671,70.366
22856,-1.402,1.269,0.044,95.183,-204.146,88.994
22857,-1.353,1.25,-0.041,85.793,-216.921,106.28
22858,-1.272,1.229,-0.12,75.823,-223.963,122.073
22859,-1.197,1.176,-0.186,66.982,-224.36,136.768
22860,-1.138,1.114,-0.249,58.506,-217.348,151.189
22861,-1.062,1.059,-0.286,48.384,-204.726,164.39
22862,-0.962,0.973,-0.309,40.64,-190.579,175.366
22863,-0.9,0.883,-0.338,33.049,-176.372,186.067
22864,-0.836,0.798,-0.362,26.738,-164.848,195.152
22865,-0.745,0.717,-0.378,20.366,-155.579,201.341
22866,-0.667,0.635,-0.386,13.933,-147.683,205.03
22867,-0.589,0.532,-0.372,9.695,-141.677,205.366
22868,-0.48,0.434,-0.328,8.018,-135.579,202.957
22869,-0.351,0.352,-0.282,8.079,-126.738,198.567
22870,-0.234,0.288,-0.246,9.909,-116.677,191.463
22871,-0.147,0.247,-0.22,14.817,-104.055,182.652
22872,-0.068,0.24,-0.204,17.47,-90.03,172.165
22873,0.024,0.237,-0.176,19.085,-75.427,160.061
22874,0.122,0.214,-0.13,22.012,-60.549,146.951
22875,0.17,0.205,-0.061,22.561,-48.872,132.195
22876,0.2,0.203,0.004,19.116,-43.354,115.823
22877,0.222,0.179,0.045,13.689,-42.226,97.927
22878,0.233,0.135,0.044,11.433,-45.061,78.689
22879,0.265,0.114,0.007,8.933,-51.372,57.957
22880,0.296,0.123,-0.034,5.549,-56.799,34.97
22881,0.386,0.078,0.02,13.354,-46.524,9.482
22882,0.604,0.043,0.047,20.793,-20.61,-10.091
22883,0.55,0.093,-0.004,19.909,7.866,-20.671
22884,0.329,0.128,-0.042,18.445,19.512,-37.104
22885,0.148,0.164,-0.088,14.939,20.152,-54.024
22886,0.07,0.208,-0.123,8.201,20.64,-71.22
22887,0.074,0.228,-0.144,2.104,25.061,-87.835
22888,0.058,0.241,-0.164,-0.671,32.317,-100.305
22889,0.016,0.272,-0.191,-2.5,41.799,-110.518
22890,-0.055,0.322,-0.208,-5.457,54.451,-119.482
22891,-0.118,0.362,-0.219,-7.866,66.829,-128.567
22892,-0.163,0.389,-0.231,-10.427,77.805,-137.683
22893,-0.205,0.408,-0.25,-14.146,85.64,-146.738
22894,-0.244,0.429,-0.264,-18.628,90.274,-155.671
22895,-0.284,0.448,-0.268,-22.287,94.878,-163.933
22896,-0.29,0.466,-0.265,-25.64,100.183,-171.646
22897,-0.295,0.491,-0.248,-30.183,106.524,-178.628
22898,-0.317,0.504,-0.218,-34.116,113.598,-184.695
22899,-0.353,0.504,-0.196,-36.677,124.451,-188.872
22900,-0.359,0.504,-0.162,-36.341,138.262,-191.738
22901,-0.341,0.534,-0.123,-35.427,152.012,-195.244
22902,-0.367,0.588,-0.084,-38.14,163.75,-197.835
22903,-0.451,0.609,-0.052,-39.299,171.799,-198.994
22904,-0.513,0.627,-0.028,-36.646,174.543,-199.39
22905,-0.531,0.688,-0.008,-33.537,176.25,-198.994
22906,-0.592,0.775,-0.023,-33.659,182.683,-196.524
22907,-0.7,0.854,-0.038,-35.274,193.811,-191.006
22908,-0.776,0.941,-0.036,-39.543,205.366,-185.396
22909,-0.89,1.017,-0.039,-47.165,211.799,-179.909
22910,-1.073,1.078,-0.051,-57.287,210.152,-174.207
22911,-1.283,1.122,-0.082,-69.329,202.165,-166.89
22912,-1.51,1.162,-0.13,-83.628,190.976,-155.457
22913,-1.682,1.19,-0.165,-97.652,178.445,-137.835
22914,-1.77,1.2,-0.176,-109.756,168.11,-115.732
22915,-1.886,1.214,-0.186,-122.988,162.104,-89.604
22916,-2.038,1.213,-0.203,-133.75,157.104,-60.457
22917,-2.177,1.22,-0.215,-143.963,151.86,-30.549
22918,-2.279,1.249,-0.231,-156.646,143.689,-1.402
22919,-2.33,1.25,-0.259,-168.049,130.152,27.073
22920,-2.29,1.218,-0.275,-176.768,113.75,55.061
22921,-2.224,1.224,-0.28,-185.03,97.622,80.244
22922,-2.205,1.239,-0.26,-193.872,85.274,102.683
22923,-2.205,1.2,-0.221,-201.677,78.537,122.53
22924,-2.21,1.123,-0.177,-206.677,76.921,140.488
22925,-2.208,1.041,-0.143,-210.64,76.951,157.439
22926,-2.185,0.963,-0.106,-215.671,74.238,173.201
22927,-2.155,0.858,-0.089,-219.512,65.427,187.622
22928,-2.125,0.745,-0.069,-220.457,51.311,200.793
22929,-2.047,0.614,-0.01,-217.317,35.732,211.829
22930,-1.936,0.507,0.048,-212.439,22.165,220.61
22931,-1.828,0.437,0.089,-206.89,10.549,228.506
22932,-1.69,0.371,0.147,-199.329,1.768,232.683
22933,-1.569,0.308,0.205,-190.457,-5.183,234.39
22934,-1.497,0.252,0.245,-178.963,-10,236.433
22935,-1.42,0.208,0.277,-165.518,-12.957,237.988
22936,-1.335,0.178,0.274,-150.03,-14.39,239.055
22937,-1.278,0.157,0.243,-135.213,-12.348,241.86
22938,-1.211,0.119,0.219,-119.543,-7.348,245.213
22939,-1.163,0.075,0.204,-104.177,-1.098,248.14
22940,-1.12,0.033,0.209,-90.122,2.073,249.451
22941,-1.049,-0.011,0.216,-76.494,1.738,248.14
